timestamp,symbol,signal,strategy,exposure,urgency,regime,mtf_confluence_score
2026-03-04T14:55:55.105193+00:00,XAUUSDm,SELL,QuietMarket,0.19488864643124648,NORMAL,QUIET,32.94
2026-03-04T14:56:39.507752+00:00,XAUUSDm,SELL,QuietMarket,0.19487647924912332,NORMAL,QUIET,33.36
2026-03-04T14:57:23.141418+00:00,XAUUSDm,SELL,QuietMarket,0.19523095971707347,NORMAL,QUIET,33.1
2026-03-05T02:20:07.925534+00:00,XAUUSD,BUY,QuietMarket,0.1979720163564774,NORMAL,QUIET,30.18
2026-03-05T02:20:31.136115+00:00,XAUUSD,BUY,QuietMarket,0.1971999678921233,NORMAL,QUIET,30.04
2026-03-05T02:20:51.241952+00:00,XAUUSD,BUY,QuietMarket,0.19720016808069918,NORMAL,QUIET,30.14
2026-03-05T02:21:11.356920+00:00,XAUUSD,BUY,QuietMarket,0.19845455251837868,NORMAL,QUIET,30.18
2026-03-05T02:21:31.460544+00:00,XAUUSD,BUY,QuietMarket,0.19739339963514713,NORMAL,QUIET,30.13
2026-03-05T02:21:51.569526+00:00,XAUUSD,BUY,QuietMarket,0.19700749510101545,NORMAL,QUIET,30.1
2026-03-05T02:22:11.669453+00:00,XAUUSD,BUY,QuietMarket,0.19720047917361228,NORMAL,QUIET,30.05
2026-03-05T02:30:13.873221+00:00,XAUUSD,BUY,QuietMarket,0.1969153165370233,NORMAL,QUIET,32.1
2026-03-05T02:30:33.976548+00:00,XAUUSD,BUY,QuietMarket,0.1968190574067067,NORMAL,QUIET,32.08
2026-03-05T02:30:54.082550+00:00,XAUUSD,BUY,QuietMarket,0.19618100183791443,NORMAL,QUIET,32.07
2026-03-05T02:31:14.178776+00:00,XAUUSD,BUY,QuietMarket,0.1985544702191447,NORMAL,QUIET,31.62
2026-03-05T02:31:34.269182+00:00,XAUUSD,BUY,QuietMarket,0.19778283550760672,NORMAL,QUIET,31.43
2026-03-05T02:31:54.377089+00:00,XAUUSD,BUY,QuietMarket,0.19855446286791148,NORMAL,QUIET,31.52
2026-03-05T02:32:14.468604+00:00,XAUUSD,BUY,QuietMarket,0.19778282760602225,NORMAL,QUIET,31.43
2026-03-05T02:32:34.679885+00:00,XAUUSD,BUY,QuietMarket,0.19855397401666752,NORMAL,QUIET,30.69
2026-03-05T02:32:54.796500+00:00,XAUUSD,BUY,QuietMarket,0.19778226107998764,NORMAL,QUIET,30.62
2026-03-05T02:33:14.903693+00:00,XAUUSD,BUY,QuietMarket,0.19739599639199035,NORMAL,QUIET,30.5
2026-03-05T02:33:35.003652+00:00,XAUUSD,BUY,QuietMarket,0.19720427476158234,NORMAL,QUIET,31.0
2026-03-05T02:33:55.094938+00:00,XAUUSD,BUY,QuietMarket,0.19787929810519966,NORMAL,QUIET,30.94
2026-03-05T02:34:15.182446+00:00,XAUUSD,BUY,QuietMarket,0.1971080774557057,NORMAL,QUIET,31.17
2026-03-05T02:34:35.266369+00:00,XAUUSD,BUY,QuietMarket,0.19768659106384345,NORMAL,QUIET,31.12
2026-03-05T02:34:55.368877+00:00,XAUUSD,BUY,QuietMarket,0.19845801548982467,NORMAL,QUIET,31.0
2026-03-05T02:35:15.471083+00:00,XAUUSD,BUY,QuietMarket,0.19855478216363343,NORMAL,QUIET,32.09
2026-03-05T02:35:35.564009+00:00,XAUUSD,BUY,QuietMarket,0.19855364407535692,NORMAL,QUIET,31.0
2026-03-05T02:35:55.678853+00:00,XAUUSD,BUY,QuietMarket,0.1972028684518415,NORMAL,QUIET,31.08
2026-03-05T02:36:15.777818+00:00,XAUUSD,BUY,QuietMarket,0.19729964147185425,NORMAL,QUIET,31.12
2026-03-05T02:36:35.880503+00:00,XAUUSD,BUY,QuietMarket,0.19739648605822788,NORMAL,QUIET,31.22
2026-03-05T02:36:55.975580+00:00,XAUUSD,BUY,QuietMarket,0.19749280370366998,NORMAL,QUIET,31.17
2026-03-05T02:37:16.080641+00:00,XAUUSD,BUY,QuietMarket,0.19720291765520237,NORMAL,QUIET,31.06
2026-03-05T02:37:36.179871+00:00,XAUUSD,BUY,QuietMarket,0.1972025887713436,NORMAL,QUIET,30.8
2026-03-05T02:37:56.278593+00:00,XAUUSD,BUY,QuietMarket,0.19691230686473374,NORMAL,QUIET,30.57
2026-03-05T02:38:16.366406+00:00,XAUUSD,BUY,QuietMarket,0.19797390846490495,NORMAL,QUIET,30.54
2026-03-05T02:38:36.471122+00:00,XAUUSD,BUY,QuietMarket,0.1974909285922964,NORMAL,QUIET,30.29
2026-03-05T02:38:56.574206+00:00,XAUUSD,BUY,QuietMarket,0.1985529157772495,NORMAL,QUIET,30.3
2026-03-05T02:39:16.679366+00:00,XAUUSD,BUY,QuietMarket,0.19855279120025404,NORMAL,QUIET,30.28
2026-03-05T02:55:01.015068+00:00,XAUUSD,BUY,QuietMarket,0.19806783797715957,NORMAL,QUIET,30.44
2026-03-05T02:55:24.107060+00:00,XAUUSD,BUY,QuietMarket,0.19729673835375652,NORMAL,QUIET,30.26
2026-03-05T02:55:44.219674+00:00,XAUUSD,BUY,QuietMarket,0.1970079117989254,NORMAL,QUIET,30.29
2026-03-05T02:56:04.328894+00:00,XAUUSD,BUY,QuietMarket,0.19797145159621762,NORMAL,QUIET,30.12
2026-03-05T02:56:24.424511+00:00,XAUUSD,BUY,QuietMarket,0.19748969549881462,NORMAL,QUIET,30.13
2026-03-05T02:56:44.523708+00:00,XAUUSD,BUY,QuietMarket,0.19729715577399853,NORMAL,QUIET,30.04
2026-03-05T02:57:44.823357+00:00,XAUUSD,BUY,QuietMarket,0.1985494966378951,NORMAL,QUIET,30.02
2026-03-05T02:58:04.919105+00:00,XAUUSD,BUY,QuietMarket,0.19854942360365804,NORMAL,QUIET,30.06
2026-03-05T02:58:25.013692+00:00,XAUUSD,BUY,QuietMarket,0.19729711981175022,NORMAL,QUIET,30.05
2026-03-05T02:58:45.124485+00:00,XAUUSD,BUY,QuietMarket,0.19565975780036685,NORMAL,QUIET,30.02
2026-03-05T02:59:05.227219+00:00,XAUUSD,BUY,QuietMarket,0.19710417038582162,NORMAL,QUIET,30.02
2026-03-05T03:00:05.508930+00:00,XAUUSD,BUY,QuietMarket,0.19777888786115258,NORMAL,QUIET,33.93
2026-03-05T03:00:25.622648+00:00,XAUUSD,BUY,QuietMarket,0.1969110596980537,NORMAL,QUIET,32.8
2026-03-05T03:00:45.722520+00:00,XAUUSD,BUY,QuietMarket,0.19768215022980884,NORMAL,QUIET,32.97
2026-03-05T03:01:05.826363+00:00,XAUUSD,BUY,QuietMarket,0.19854911074806006,NORMAL,QUIET,33.04
2026-03-05T03:01:25.930380+00:00,XAUUSD,BUY,QuietMarket,0.19691252890943794,NORMAL,QUIET,33.22
2026-03-05T03:01:46.018577+00:00,XAUUSD,BUY,QuietMarket,0.19720123746756568,NORMAL,QUIET,33.05
